0	0.00197351	25.1881
0.01	0.00197351	25.1881
0.02	0.00197351	25.1882
0.03	0.00197351	25.1882
0.04	0.00197351	25.1882
0.05	0.00197351	25.1883
0.06	0.00197351	25.1883
0.07	0.00197351	25.1884
0.08	0.00197351	25.1885
0.09	0.00197351	25.1886
0.1	0.00197351	25.1887
0.11	0.00197351	25.1888
0.12	0.00197351	25.1889
0.13	0.00197351	25.189
0.14	0.00197351	25.1892
0.15	0.00197351	25.1893
0.16	0.00197351	25.1894
0.17	0.00197351	25.1896
0.18	0.00197351	25.1898
0.19	0.00197351	25.1899
0.2	0.00197351	25.1901
0.21	0.00197351	25.1903
0.22	0.00197351	25.1905
0.23	0.00197351	25.1907
0.24	0.00197351	25.1909
0.25	0.00197351	25.1911
0.26	0.00197351	25.1913
0.27	0.00197351	25.1915
0.28	0.00197351	25.1917
0.29	0.00197351	25.192
0.3	0.00197351	25.1922
0.31	0.00197351	25.1924
0.32	0.00197351	25.1927
0.33	0.00197351	25.1929
0.34	0.00197351	25.1931
0.35	0.00197351	25.1934
0.36	0.00197351	25.1936
0.37	0.00197351	25.1939
0.38	0.00197351	25.1941
0.39	0.00197351	25.1944
0.4	0.00197351	25.1946
0.41	0.00197351	25.1949
0.42	0.0019735	25.1951
0.43	0.0019735	25.1954
0.44	0.0019735	25.1956
0.45	0.0019735	25.1959
0.46	0.0019735	25.1961
0.47	0.0019735	25.1963
0.48	0.0019735	25.1966
0.49	0.0019735	25.1968
0.5	0.0019735	25.1971
0.51	0.0019735	25.1973
0.52	0.0019735	25.1975
0.53	0.0019735	25.1978
0.54	0.0019735	25.198
0.55	0.0019735	25.1982
0.56	0.0019735	25.1984
0.57	0.0019735	25.1987
0.58	0.0019735	25.1989
0.59	0.0019735	25.1991
0.6	0.0019735	25.1993
0.61	0.0019735	25.1995
0.62	0.0019735	25.1997
0.63	0.0019735	25.1999
0.64	0.0019735	25.2001
0.65	0.0019735	25.2002
0.66	0.0019735	25.2004
0.67	0.0019735	25.2006
0.68	0.0019735	25.2008
0.69	0.0019735	25.2009
0.7	0.00197349	25.2011
0.71	0.00197349	25.2012
0.72	0.00197349	25.2014
0.73	0.00197349	25.2015
0.74	0.00197349	25.2016
0.75	0.00197349	25.2018
0.76	0.00197349	25.2019
0.77	0.00197349	25.202
0.78	0.00197349	25.2021
0.79	0.00197349	25.2022
0.8	0.00197349	25.2023
0.81	0.00197349	25.2024
0.82	0.00197349	25.2025
0.83	0.00197349	25.2026
0.84	0.00197349	25.2026
0.85	0.00197349	25.2027
0.86	0.00197349	25.2028
0.87	0.00197349	25.2028
0.88	0.00197349	25.2029
0.89	0.00197349	25.2029
0.9	0.00197348	25.203
0.91	0.00197348	25.203
0.92	0.00197348	25.203
0.93	0.00197348	25.203
0.94	0.00197348	25.2031
0.95	0.00197348	25.2031
0.96	0.00197348	25.2031
0.97	0.00197348	25.2031
0.98	0.00197348	25.2031
0.99	0.00197348	25.2031
1	0.00197348	25.2031
1.01	0.00197348	25.2031
1.02	0.00197348	25.203
1.03	0.00197348	25.203
1.04	0.00197348	25.203
1.05	0.00197348	25.203
1.06	0.00197347	25.2029
1.07	0.00197347	25.2029
1.08	0.00197347	25.2029
1.09	0.00197347	25.2028
1.1	0.00197347	25.2028
1.11	0.00197347	25.2028
1.12	0.00197347	25.2027
1.13	0.00197347	25.2027
1.14	0.00197347	25.2026
1.15	0.00197347	25.2026
1.16	0.00197347	25.2025
1.17	0.00197347	25.2025
1.18	0.00197347	25.2024
1.19	0.00197346	25.2024
1.2	0.00197346	25.2023
1.21	0.00197346	25.2023
1.22	0.00197346	25.2022
1.23	0.00197346	25.2022
1.24	0.00197346	25.2022
1.25	0.00197346	25.2021
1.26	0.00197346	25.2021
1.27	0.00197346	25.202
1.28	0.00197346	25.202
1.29	0.00197346	25.202
1.3	0.00197346	25.2019
1.31	0.00197345	25.2019
1.32	0.00197345	25.2019
1.33	0.00197345	25.2019
1.34	0.00197345	25.2018
1.35	0.00197345	25.2018
1.36	0.00197345	25.2018
1.37	0.00197345	25.2018
1.38	0.00197345	25.2018
1.39	0.00197345	25.2018
1.4	0.00197345	25.2018
1.41	0.00197344	25.2019
1.42	0.00197344	25.2019
1.43	0.00197344	25.2019
1.44	0.00197344	25.202
1.45	0.00197344	25.202
1.46	0.00197344	25.2021
1.47	0.00197344	25.2021
1.48	0.00197344	25.2022
1.49	0.00197344	25.2022
1.5	0.00197344	25.2023
1.51	0.00197343	25.2024
1.52	0.00197343	25.2025
1.53	0.00197343	25.2026
1.54	0.00197343	25.2027
1.55	0.00197343	25.2028
1.56	0.00197343	25.203
1.57	0.00197343	25.2031
1.58	0.00197343	25.2032
1.59	0.00197342	25.2034
1.6	0.00197342	25.2036
1.61	0.00197342	25.2037
1.62	0.00197342	25.2039
1.63	0.00197342	25.2041
1.64	0.00197342	25.2042
1.65	0.00197342	25.2044
1.66	0.00197342	25.2046
1.67	0.00197342	25.2048
1.68	0.00197341	25.205
1.69	0.00197341	25.2053
1.7	0.00197341	25.2055
1.71	0.00197341	25.2057
1.72	0.00197341	25.2059
1.73	0.00197341	25.2061
1.74	0.00197341	25.2064
1.75	0.0019734	25.2066
1.76	0.0019734	25.2069
